Timestamp,Age,Sex,Marital_Status,Region,Education_Level,Income,Role,Experience_Years,Knw_AI_Definition,Knw_AI_Learning,Knw_AI_Assist,Knw_AI_Diagnosis,Knw_AI_Treatment,Knw_AI_Usage,Knw_AI_Limitations,Knw_AI_Ethics,Att_Solve_Problems,Att_Accessibility,Att_Workload,Att_Replace_Doctors,Att_Benefits_Risks,Att_Learn_AI,Att_Regulation,Att_Research_Need,Prac_Use_Validated,Prac_Confidence,Prac_Verify_Output,Prac_Trust_Recommend,Prac_Keep_Updated
2024-04-02 13:42:09,24,Female,Single,Addis Ababa,Bachelor,7000,Nurse/Midwife,2,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Never,Always,Always,Never,Always
2024-04-02 13:52:39,29,Male,Single,Gambella,Bachelor,26400,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-04-02 13:52:55,30,Male,Single,Addis Ababa,Bachelor,8017,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 13:53:13,30,Male,Single,Addis Ababa,Bachelor,8017,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 14:00:50,26,Male,Single,Addis Ababa,Bachelor,5373,Public Health,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-04-02 14:05:33,40,Male,Single,Other/Invalid,Masters/Postgrad,20000,Public Health,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-04-02 14:06:30,32,Male,Single,Amhara,Masters/Postgrad,10000,Other,5,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-02 14:11:51,29,Male,Single,Addis Ababa,Masters/Postgrad,500,Medical Doctor,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-04-02 14:29:42,25,Male,Single,South Ethiopia,Masters/Postgrad,10700,Public Health,1,FALSE,FALSE,TRUE,Not Sure,TRUE,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-04-02 14:30:54,25,Female,Single,Addis Ababa,Bachelor,8990,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-02 14:42:06,30,Male,Married,Addis Ababa,Bachelor,7071,Nurse/Midwife,7,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Never,Never,Never,Always,Always
2024-04-02 14:50:07,24,Male,Single,Oromia,Bachelor,4776,Nurse/Midwife,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 14:57:14,38,Male,Married,Addis Ababa,Masters/Postgrad,200,Nurse/Midwife,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-04-02 15:00:09,28,Male,Single,South Ethiopia,Masters/Postgrad,5340,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Never
2024-04-02 15:06:52,29,Male,Single,Sidama,Masters/Postgrad,110,Public Health,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 15:16:13,25,Male,Single,Oromia,Bachelor,8017,Anesthetist,1,TRUE,Not Sure,TRUE,TRUE,Not Sure,TRUE,TRUE,Not Sure,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Never,Never,Always,Always,Always
2024-04-02 15:18:26,23,Female,Single,Addis Ababa,Bachelor,0,Public Health,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Never,Never,Always,Always,Never
2024-04-02 16:08:27,27,Male,Single,Addis Ababa,Masters/Postgrad,7000,Public Health,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Never,Always
2024-04-02 16:18:39,25,Male,Single,Addis Ababa,Bachelor,160,Medical Doctor,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-04-02 16:19:29,38,Male,Married,South West Ethiopia,Masters/Postgrad,270,Nurse/Midwife,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Agree,Never,Never,Never,Never,Never
2024-04-02 16:26:39,34,Male,Married,Oromia,Bachelor,11470,Public Health,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Never,Never,Never,Never,Never
2024-04-02 16:28:17,31,Male,Single,Oromia,Masters/Postgrad,100,Medical Doctor,2,FALSE,Not Sure,TRUE,FALSE,Not Sure,TRUE,TRUE,TRUE,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-04-02 16:38:51,27,Male,Single,Other/Invalid,Bachelor,7771,Nurse/Midwife,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Always,Never,Always,Always,Always
2024-04-02 17:04:00,30,Male,Single,Oromia,Masters/Postgrad,38000,Public Health,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-04-02 17:12:12,38,Male,Married,Oromia,Bachelor,8017,Nurse/Midwife,16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 17:28:39,24,Male,Single,Oromia,Bachelor,100,Public Health,2,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-02 17:40:26,24,Female,Single,Addis Ababa,Bachelor,10000,Nurse/Midwife,1,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Never
2024-04-02 17:55:56,34,Male,Married,Oromia,PhD,17000,Medical Doctor,3,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Never,Never,Always,Never,Never
2024-04-02 18:06:29,26,Male,Single,Harari,Bachelor,6000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-02 19:01:11,26,Male,Married,Addis Ababa,Bachelor,13000,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 19:24:14,33,Male,Married,Addis Ababa,Masters/Postgrad,10150,Public Health,9,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,Not Sure,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-04-02 19:26:00,26,Female,Single,Addis Ababa,Bachelor,158,Other,2,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,Not Sure,Not Sure,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-04-02 19:36:20,28,Male,Married,Oromia,Masters/Postgrad,5355,Public Health,7,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Never,Never,Never,Never,Never
2024-04-02 19:46:37,22,Female,Single,Other/Invalid,Bachelor,0,Public Health,0,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,TRUE,Not Sure,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-02 20:08:52,29,Male,Married,South Ethiopia,Masters/Postgrad,9056,Public Health,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Never,Never,Never,Never,Always
2024-04-02 20:48:13,24,Male,Single,Addis Ababa,Bachelor,7071,Public Health,0,TRUE,TRUE,TRUE,Not Sure,TRUE,Not Sure,TRUE,Not Sure,Strongly Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-02 21:26:58,27,Female,Single,Addis Ababa,Bachelor,6000,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-04-02 21:38:43,27,Male,Married,Oromia,Bachelor,7071,Nurse/Midwife,4,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,TRUE,TRUE,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-04-02 21:50:55,27,Female,Married,Sidama,Bachelor,8017,Nurse/Midwife,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Never,Always,Never,Never,Always
2024-04-02 22:11:20,23,Female,Single,South West Ethiopia,Bachelor,50,Pharmacist,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-04-02 22:34:38,28,Male,Single,South West Ethiopia,Bachelor,60,Nurse/Midwife,3,TRUE,TRUE,TRUE,FALSE,Not Sure,Not Sure,TRUE,TRUE,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Always,Always,Never,Always,Always
2024-04-03 02:03:59,32,Male,Married,Oromia,Bachelor,9056,Public Health,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Never,Always,Never,Always,Always
2024-04-03 02:29:31,27,Female,Single,Dire Dawa,Bachelor,134,Lab/Biomedical,6,TRUE,TRUE,TRUE,TRUE,FALSE,Not Sure,TRUE,TRUE,Disagree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Never,Never,Always,Never,Never
2024-04-03 05:38:15,26,Male,Married,Harari,Bachelor,6349,Public Health,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-03 07:31:12,32,Male,Married,Sidama,Masters/Postgrad,8017,Public Health,13,TRUE,TRUE,TRUE,TRUE,FALSE,Not Sure,Not Sure,TRUE,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Always,Always,Never,Always,Always
2024-04-03 07:59:03,28,Male,Married,Oromia,Masters/Postgrad,7071,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-03 08:39:11,24,Male,Single,South Ethiopia,Bachelor,6193,Lab/Biomedical,1,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-03 09:28:04,25,Female,Married,Addis Ababa,Bachelor,6000,Nurse/Midwife,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Always,Always,Always,Always,Always
2024-04-03 09:35:47,30,Male,Married,Oromia,Bachelor,160,Other,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-03 11:23:07,26,Female,Single,Addis Ababa,Bachelor,13500,Medical Doctor,1,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Always,Never
2024-04-03 13:09:43,24,Female,Single,Other/Invalid,Bachelor,5000,Pharmacist,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-03 17:05:23,35,Male,Married,Sidama,Masters/Postgrad,12590,Academic/Lecturer,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Never,Never,Never,Always,Always
2024-04-03 17:36:39,29,Male,Single,Other/Invalid,Bachelor,55,Nurse/Midwife,5,Not Sure,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-03 18:08:16,33,Male,Married,Amhara,Masters/Postgrad,5000,Lab/Biomedical,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Always,Never,Never,Always
2024-04-03 21:41:24,28,Male,Married,Oromia,Bachelor,5319,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Always
2024-04-03 22:25:03,30,Male,Married,Oromia,Masters/Postgrad,11500,Medical Doctor,5,FALSE,Not Sure,Not Sure,Not Sure,TRUE,TRUE,TRUE,Not Sure,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Never,Never,Always,Never,Never
2024-04-03 23:19:42,24,Female,Single,Tigray,Bachelor,58,Anesthetist,6,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-04-04 06:51:39,42,Female,Married,Addis Ababa,Masters/Postgrad,180,Nurse/Midwife,15,TRUE,FALSE,TRUE,TRUE,Not Sure,Not Sure,TRUE,Not Sure,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-04 09:37:19,32,Male,Married,Benishangul Gumuz,Masters/Postgrad,8000,Public Health,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Never,Never,Never,Never,Always
2024-04-04 09:56:32,27,Male,Single,Oromia,Bachelor,106,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-04-04 11:12:59,28,Female,Single,Addis Ababa,Masters/Postgrad,30000,Medical Doctor,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-04-04 14:35:13,32,Male,Married,South Ethiopia,Masters/Postgrad,8017,Public Health,9,FALSE,Not Sure,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Never,Never,Always,Always,Never
2024-04-04 15:33:22,35,Female,Married,Addis Ababa,Masters/Postgrad,12000,Medical Doctor,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-04-04 16:12:43,26,Male,Single,Addis Ababa,Bachelor,5358,Data/It/Stats,2,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-04-04 20:36:34,28,Male,Single,Benishangul Gumuz,Bachelor,18000,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-05 06:51:31,22,Female,Single,Addis Ababa,Bachelor,5000,Public Health,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-04-05 07:47:35,26,Female,Single,Addis Ababa,Bachelor,0,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-05 15:54:59,30,Male,Married,Amhara,Masters/Postgrad,11500,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-05 18:01:16,42,Male,Married,Sidama,Masters/Postgrad,10150,Public Health,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-05 19:28:10,37,Male,Married,Amhara,PhD,100,Data/It/Stats,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-04-05 20:43:00,27,Male,Single,Amhara,Bachelor,70,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Always,Always,Always,Always,Always
2024-04-06 09:30:15,25,Male,Married,Addis Ababa,PhD,10000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Never,Always,Always,Never,Always
2024-04-06 11:29:39,31,Male,Married,Addis Ababa,Bachelor,145,Nurse/Midwife,5,TRUE,Not Sure,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Never,Never,Never,Always,Never
2024-04-06 16:44:38,33,Male,Single,Addis Ababa,Masters/Postgrad,10000,Public Health,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-06 18:46:49,98,Female,Divorced,Oromia,PhD,10000,Public Health,74,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Always,Always,Always,Always,Always
2024-04-06 18:50:59,24,Male,Married,Oromia,Bachelor,150,Nurse/Midwife,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-04-07 07:33:53,27,Female,Single,Oromia,Bachelor,6500,Other,16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-04-07 07:45:16,28,Male,Married,Central Ethiopia,Bachelor,5300,Nurse/Midwife,4,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Not Sure,Not Sure,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Never,Never,Always,Never,Never
2024-04-07 19:24:20,25,Female,Single,Oromia,Bachelor,6500,Pharmacist,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-04-07 20:26:38,27,Female,Single,Somali,Bachelor,150,Medical Doctor,2,Not Sure,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-07 22:28:45,32,Female,Married,Addis Ababa,Masters/Postgrad,100,Medical Doctor,7,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Not Sure,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Never,Never,Always,Never,Never
2024-04-08 10:54:25,35,Male,Single,Oromia,Masters/Postgrad,14000,Public Health,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Never,Never,Never,Never,Never
2024-04-08 11:42:30,24,Male,Single,Sidama,Bachelor,6193,Nurse/Midwife,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-04-08 13:28:56,23,Female,Single,Amhara,Bachelor,6000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-08 16:42:18,31,Male,Single,Addis Ababa,Bachelor,6500,Nurse/Midwife,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Always,Always
2024-04-09 04:47:51,44,Male,Single,Harari,Bachelor,6193,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-09 04:56:30,44,Male,Single,Harari,Bachelor,6193,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-10 14:32:45,36,Male,Single,Oromia,Bachelor,8017,Nurse/Midwife,9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Always,Never,Never,Always,Always
2024-04-10 23:31:56,35,Male,Married,Oromia,Bachelor,7071,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-04-14 10:06:22,25,Male,Single,South West Ethiopia,Bachelor,9056,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Always,Never,Always,Never,Always
2024-04-16 15:41:57,36,Male,Single,Sidama,PhD,25000,Medical Doctor,0,Not Sure,Not Sure,Not Sure,FALSE,FALSE,FALSE,Not Sure,FALSE,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Always,Always,Never,Never,Never
